日期,城市,新增确诊,新增治愈,新增死亡,累计确诊,累计治愈,累计死亡
2020-02-16,茂名,1,0,0,14,3,0
2020-02-16,闵行区,0,1,0,18,8,0
2020-02-16,牡丹江,0,1,0,12,1,0
2020-02-16,南岸区,0,1,0,15,3,0
2020-02-16,南昌,1,14,0,229,90,0
2020-02-16,南京,0,3,0,92,32,0
2020-02-16,南开区,1,0,0,7,1,0
2020-02-16,南宁,1,3,0,51,14,0
2020-02-16,南平,0,2,0,20,7,0
2020-02-16,南通,0,1,0,40,16,0
2020-02-16,南阳,3,0,0,154,2,2
2020-02-16,宁波,1,9,0,156,62,0
2020-02-16,盘锦,0,2,0,11,2,0
2020-02-16,平顶山,0,4,0,58,24,1
2020-02-16,萍乡,1,1,0,33,5,0
2020-02-16,浦东新区,2,4,0,59,31,0
2020-02-16,普陀区,0,1,0,11,3,0
2020-02-16,齐齐哈尔,4,2,0,42,10,1
2020-02-16,綦江区,0,1,0,23,6,0
2020-02-16,潜江,16,6,0,182,18,6
2020-02-16,黔东南州,0,1,0,10,4,0
2020-02-16,黔南州,0,1,0,17,6,0
2020-02-16,青岛,0,4,0,57,26,1
2020-02-16,青浦区,0,1,0,5,5,0
2020-02-16,琼海,0,2,0,6,3,1
2020-02-16,荣昌区,0,3,0,9,3,0
2020-02-16,三明,1,0,0,14,3,0
2020-02-16,沙坪坝区,0,1,0,8,1,0
2020-02-16,厦门,1,0,0,35,6,0
2020-02-16,汕头,0,2,0,25,13,0
2020-02-16,上饶,0,4,0,123,35,0
2020-02-16,邵阳,0,5,0,101,64,1
2020-02-16,绍兴,0,1,0,42,18,0
2020-02-16,深圳,1,16,2,415,131,2
2020-02-16,沈阳,0,2,0,28,11,0
2020-02-16,十堰,10,10,0,612,126,2
2020-02-16,双鸭山,1,0,0,50,1,2
2020-02-16,绥化,0,1,0,46,13,4
2020-02-16,随州,13,27,2,1267,140,24
2020-02-16,遂宁,5,0,0,17,4,0
2020-02-16,台湾,2,0,1,20,2,1
2020-02-16,台州,0,3,0,146,63,0
2020-02-16,泰州,0,4,0,37,20,0
2020-02-16,天门,38,12,0,485,39,10
2020-02-16,铁岭,0,1,0,7,2,0
2020-02-16,铜梁区,0,1,0,9,3,0
2020-02-16,外地来沪,0,5,0,110,53,1
2020-02-16,外地来津,0,1,0,6,3,0
2020-02-16,万宁,0,1,0,13,4,0
2020-02-16,万州区,3,1,0,108,35,3
2020-02-16,潍坊,1,1,0,44,10,0
2020-02-16,渭南,0,1,0,16,3,0
2020-02-16,温州,1,13,0,503,182,0
2020-02-16,乌兰察布,0,1,0,3,1,0
2020-02-16,乌鲁木齐,0,1,0,23,4,0
2020-02-16,无锡,2,1,0,55,19,0
2020-02-16,芜湖,0,2,0,31,13,0
2020-02-16,武汉,1690,543,76,41152,3694,1309
2020-02-16,西安,3,5,0,117,35,0
2020-02-16,西青区,0,1,0,4,3,0
2020-02-16,锡林郭勒,2,0,0,8,1,0
2020-02-16,仙桃,8,20,2,531,107,19
2020-02-16,咸宁,9,29,2,825,181,10
2020-02-16,咸阳,0,1,0,18,6,0
2020-02-16,香港,1,1,0,57,2,1
2020-02-16,湘潭,0,1,0,35,15,0
2020-02-16,襄阳,11,37,1,1155,150,20
2020-02-16,孝感,78,96,5,3279,449,70
2020-02-16,忻州,0,1,0,7,1,0
2020-02-16,新乡,1,9,0,57,21,2
2020-02-16,新余,0,7,0,129,44,0
2020-02-16,信阳,1,10,0,262,61,1
2020-02-16,邢台,1,0,0,23,10,1
2020-02-16,宿州,1,2,0,40,13,0
2020-02-16,徐州,1,5,0,79,28,0
2020-02-16,许昌,0,1,0,38,9,0
2020-02-16,烟台,1,0,0,47,13,0
2020-02-16,盐城,0,3,0,27,12,0
2020-02-16,扬州,1,1,0,23,8,0
2020-02-16,阳泉,0,1,0,4,1,0
2020-02-16,杨浦区,0,1,0,9,3,0
2020-02-16,伊犁州,2,0,0,18,4,0
2020-02-16,宜昌,0,16,4,895,156,25
2020-02-16,宜春,2,4,0,106,24,0
2020-02-16,益阳,0,2,0,59,27,0
2020-02-16,永州,0,1,0,43,28,0
2020-02-16,渝北区,0,2,0,15,7,0
2020-02-16,渝中区,0,5,0,20,12,0
2020-02-16,岳阳,0,3,0,154,54,1
2020-02-16,云阳县,1,0,0,24,16,0
2020-02-16,漳州,0,2,0,20,8,0
2020-02-16,长春,0,2,0,45,16,0
2020-02-16,长宁区,0,1,0,13,7,0
2020-02-16,长沙,0,15,0,241,88,1
2020-02-16,长寿区,1,0,0,21,9,0
2020-02-16,长治,0,1,0,8,1,0
2020-02-16,郑州,3,0,0,151,46,1
2020-02-16,中山,1,1,0,66,34,0
2020-02-16,忠县,0,1,0,20,10,0
2020-02-16,周口,4,0,0,75,1,0
2020-02-16,珠海,1,4,0,97,41,0
2020-02-16,株洲,0,4,0,78,33,0
2020-02-16,遵义,0,2,0,32,5,0
2020-02-17,阿坝州,0,1,0,1,1,0
2020-02-17,安阳,1,4,0,52,18,0
2020-02-17,巴南区,0,1,0,6,2,0
2020-02-17,蚌埠,0,8,0,158,21,5
2020-02-17,宝坻区,1,1,0,50,12,2
2020-02-17,宝鸡,0,1,0,13,9,0
2020-02-17,宝山区,0,1,0,21,7,0
2020-02-17,保定,0,5,0,32,26,0
2020-02-17,北海,1,1,0,44,10,1
2020-02-17,北京-待明确,0,8,0,0,122,4
2020-02-17,毕节,0,3,0,23,10,0
2020-02-17,璧山区,0,1,0,9,6,0
2020-02-17,滨州,0,1,0,15,10,0
2020-02-17,兵团第八师,1,0,0,4,1,1
2020-02-17,沧州,1,0,0,48,18,3
2020-02-17,昌江,0,1,0,7,1,0
2020-02-17,昌平区,4,0,0,29,0,0
2020-02-17,常德,0,3,0,79,34,0
2020-02-17,常州,1,0,0,50,20,0
2020-02-17,潮州,0,1,0,5,2,0
2020-02-17,郴州,0,4,0,39,26,0
2020-02-17,成都,0,3,0,140,56,3
2020-02-17,达州,1,2,0,39,8,0
2020-02-17,大庆,0,1,0,20,4,1
2020-02-17,大同,0,1,0,12,5,0
2020-02-17,大足区,0,2,0,14,5,0
2020-02-17,儋州,0,1,0,15,8,0
2020-02-17,德阳,0,1,0,17,1,0
2020-02-17,德州,0,2,0,37,9,1
2020-02-17,东莞,2,4,0,91,19,1
2020-02-17,鄂州,65,21,1,1339,265,36
2020-02-17,恩施州,0,9,0,249,90,4
2020-02-17,丰台区,1,0,0,40,0,0
2020-02-17,涪陵区,0,1,0,3,2,0
2020-02-17,福州,2,3,0,71,26,0
2020-02-17,抚州,0,6,0,72,28,0
2020-02-17,阜阳,1,4,0,154,41,0
2020-02-17,甘孜,5,3,0,62,6,0
2020-02-17,赣州,0,2,0,76,20,1
2020-02-17,广安,0,4,0,30,14,0
2020-02-17,广州,0,11,0,339,142,0
2020-02-17,贵港,0,1,0,8,3,0
2020-02-17,贵阳,0,3,0,36,13,0
2020-02-17,桂林,0,2,0,31,12,0
2020-02-17,哈尔滨,2,0,0,190,32,3
2020-02-17,海口,1,4,0,34,15,0
2020-02-17,汉中,0,1,0,25,2,0
2020-02-17,杭州,0,13,0,168,94,0
2020-02-17,合川区,0,1,0,23,7,0
2020-02-17,合肥,2,1,0,173,50,1
2020-02-17,衡水,0,2,0,8,6,0
2020-02-17,湖州,0,1,0,10,5,0
2020-02-17,怀化,0,2,0,40,34,0
2020-02-17,淮安,1,7,0,66,28,0
2020-02-17,淮北,0,1,0,27,11,0
2020-02-17,淮南,2,0,0,27,8,0
2020-02-17,黄冈,0,103,6,2828,943,84
2020-02-17,黄山,0,2,0,9,3,0
2020-02-17,黄石,0,9,5,983,215,20
2020-02-17,惠州,1,8,0,59,34,0
2020-02-17,吉安,1,0,0,22,9,0
2020-02-17,济南,0,2,0,47,13,0
2020-02-17,济宁,30,2,0,82,20,0
2020-02-17,嘉兴,0,3,0,43,14,0
2020-02-17,江北区,0,2,0,28,5,0
2020-02-17,江津区,0,1,0,4,3,0
2020-02-17,江门,0,3,0,23,6,0
2020-02-17,金华,0,6,0,55,30,0
2020-02-17,晋中,0,2,0,36,15,0
2020-02-17,荆门,0,11,0,908,143,33
2020-02-17,荆州,36,34,1,1537,339,38
2020-02-17,静安区,0,2,0,16,9,0
2020-02-17,九江,1,8,0,118,30,0
2020-02-17,九龙坡区,0,2,0,20,10,1
2020-02-17,昆明,1,3,0,52,11,0
2020-02-17,兰州,1,0,0,36,20,2
2020-02-17,廊坊,0,2,0,30,16,0
2020-02-17,连云港,0,1,0,48,14,0
2020-02-17,聊城,0,1,0,38,12,0
2020-02-17,临高,0,1,0,6,4,0
2020-02-17,临沂,1,3,0,48,35,0
2020-02-17,六安,0,5,0,68,21,0
2020-02-17,六盘水,0,3,0,10,6,1
2020-02-17,洛阳,0,0,1,31,11,1
2020-02-17,漯河,0,1,0,34,13,0
2020-02-17,马鞍山,0,2,0,36,12,0
2020-02-17,梅州,0,1,0,16,8,0
2020-02-17,绵阳,0,3,0,22,9,0
2020-02-17,闵行区,0,3,0,18,11,0
2020-02-17,牡丹江,1,0,0,13,1,0
2020-02-17,南昌,0,5,0,229,95,0
2020-02-17,南充,3,3,0,38,12,0
2020-02-17,南宁,3,2,0,54,16,0
2020-02-17,南平,0,1,0,20,8,0
2020-02-17,南通,0,3,0,40,19,0
2020-02-17,南阳,1,0,0,155,2,2
2020-02-17,内江,0,1,0,22,6,0
2020-02-17,宁波,0,6,0,156,68,0
2020-02-17,攀枝花,3,1,0,16,11,0
2020-02-17,盘锦,0,2,0,11,4,0
2020-02-17,平顶山,0,3,0,58,27,1
2020-02-17,平凉,0,2,0,9,3,0
2020-02-17,萍乡,0,1,0,33,6,0
2020-02-17,浦东新区,1,2,0,60,33,0
2020-02-17,普陀区,0,1,0,11,4,0
2020-02-17,七台河,1,0,0,17,4,0
2020-02-17,齐齐哈尔,1,0,0,43,10,1
2020-02-17,綦江区,0,1,0,23,7,0
2020-02-17,潜江,3,9,0,185,27,6
2020-02-17,黔南州,0,1,0,17,7,0
2020-02-17,青岛,1,0,0,58,26,1
2020-02-17,清远,0,2,0,12,9,0
2020-02-17,衢州,0,1,0,14,10,0
2020-02-17,曲靖,0,1,0,13,6,0
2020-02-17,日照,0,1,0,16,4,0
2020-02-17,荣昌区,0,1,0,9,4,0
2020-02-17,厦门,0,3,0,35,9,0
2020-02-17,汕头,0,1,0,25,14,0
2020-02-17,汕尾,0,1,0,5,2,0
2020-02-17,上饶,0,4,0,123,39,0
2020-02-17,邵阳,0,3,0,101,67,1
2020-02-17,绍兴,0,1,0,42,19,0
2020-02-17,深圳,1,21,0,416,152,2
2020-02-17,神农架,0,2,0,10,10,0
2020-02-17,十堰,14,18,0,626,144,2
2020-02-17,石家庄,0,4,0,28,11,0
2020-02-17,石柱县,0,2,0,14,7,0
2020-02-17,双鸭山,2,3,0,52,4,2
2020-02-17,朔州,1,0,0,8,2,0
2020-02-17,松江区,0,3,0,14,5,0
2020-02-17,苏州,1,5,0,87,31,0
2020-02-17,绥化,0,1,0,46,14,4
2020-02-17,随州,11,58,1,1278,198,25
2020-02-17,遂宁,0,5,0,17,9,0
2020-02-17,台湾,2,0,0,22,2,1
2020-02-17,台州,0,1,0,146,64,0
2020-02-17,泰安,0,1,0,32,6,0
2020-02-17,泰州,0,1,0,37,21,0
2020-02-17,唐山,0,1,1,51,10,1
2020-02-17,天门,1,16,1,486,55,11
2020-02-17,天水,0,2,0,12,11,0
2020-02-17,通化,0,1,0,4,2,0
2020-02-17,通辽,1,0,0,7,0,0
2020-02-17,铜陵,1,1,0,29,11,0
2020-02-17,铜仁,0,2,0,10,9,0
2020-02-17,外地来沪,1,6,0,111,59,1
2020-02-17,万州区,0,1,0,108,36,3
2020-02-17,潍坊,0,1,0,44,11,0
2020-02-17,渭南,0,1,0,16,4,0
2020-02-17,温州,1,12,0,504,194,0
2020-02-17,巫溪县,0,1,0,13,9,0
2020-02-17,无锡,0,2,0,55,21,0
2020-02-17,芜湖,2,0,0,33,13,0
2020-02-17,武汉,1600,761,72,42752,4455,1381
2020-02-17,西安,0,2,0,117,37,0
2020-02-17,西城区,1,0,0,47,0,0
2020-02-17,西双版纳,0,1,0,15,4,0
2020-02-17,仙桃,13,14,0,544,121,19
2020-02-17,咸宁,7,23,0,832,204,10
2020-02-17,香港,3,0,0,60,2,1
2020-02-17,湘潭,0,1,0,35,16,0
2020-02-17,襄阳,8,31,1,1163,181,21
2020-02-17,孝感,41,74,5,3320,523,75
2020-02-17,新余,0,2,0,129,46,0
2020-02-17,信阳,4,26,0,266,87,1
2020-02-17,宿州,1,3,0,41,16,0
2020-02-17,徐汇区,0,2,0,18,6,0
2020-02-17,徐州,0,14,0,79,42,0
2020-02-17,许昌,0,2,0,38,11,0
2020-02-17,盐城,0,2,0,27,14,0
2020-02-17,扬州,0,1,0,23,9,0
2020-02-17,阳江,0,2,0,13,9,0
2020-02-17,宜宾,1,0,0,12,6,0
2020-02-17,宜昌,9,30,0,904,186,25
2020-02-17,宜春,0,6,0,106,30,0
2020-02-17,益阳,0,3,0,59,30,0
2020-02-17,银川,0,2,0,33,22,0
2020-02-17,永州,0,2,0,43,30,0
2020-02-17,渝北区,1,0,0,16,7,0
2020-02-17,玉林,0,1,0,10,2,0
2020-02-17,岳阳,1,9,0,155,63,1
2020-02-17,云阳县,1,0,0,25,16,0
2020-02-17,枣庄,0,3,0,24,7,0
2020-02-17,张家界,0,1,0,5,5,0
2020-02-17,长春,0,3,0,45,19,0
2020-02-17,长宁区,0,1,0,13,8,0
2020-02-17,长沙,0,4,1,241,92,2
2020-02-17,肇庆,1,0,0,18,8,1
2020-02-17,镇江,0,1,0,12,5,0
2020-02-17,郑州,3,12,0,154,58,1
2020-02-17,中山,0,5,0,66,39,0
2020-02-17,忠县,0,1,0,20,11,0
2020-02-17,周口,1,0,0,76,1,0
2020-02-17,珠海,1,2,0,98,43,0
2020-02-17,株洲,0,2,0,78,35,0
2020-02-17,驻马店,1,0,0,139,20,0
2020-02-17,淄博,0,1,0,29,5,0
2020-02-17,遵义,0,7,0,32,12,0
2020-02-18,安康,0,3,0,25,10,0
2020-02-18,安庆,0,5,0,83,39,0
2020-02-18,百色,0,2,0,3,2,0
2020-02-18,蚌埠,1,9,0,159,30,5
2020-02-18,宝坻区,3,0,0,53,12,2
2020-02-18,保定,0,1,0,32,27,0
2020-02-18,北海,0,4,0,44,14,1
2020-02-18,北京-待明确,0,23,0,0,145,4
2020-02-18,本溪,0,2,0,3,3,0
2020-02-18,璧山区,0,1,0,9,7,0
2020-02-18,亳州,0,12,0,108,47,0
2020-02-18,常德,0,9,0,79,43,0
2020-02-18,常州,1,7,0,51,27,0
2020-02-18,潮州,0,2,0,5,4,0
2020-02-18,郴州,0,1,0,39,27,0
2020-02-18,成都,1,5,0,141,61,3
2020-02-18,澄迈,0,3,0,9,5,1
2020-02-18,赤峰,0,1,0,9,3,0
2020-02-18,崇明区,0,1,0,4,1,0
2020-02-18,达州,1,0,0,40,8,0
2020-02-18,大理,0,4,0,13,10,0
2020-02-18,大连,0,4,0,18,9,0
2020-02-18,大庆,3,3,0,23,7,1
2020-02-18,大同,0,1,0,12,6,0
2020-02-18,大足区,0,3,0,14,8,0
2020-02-18,儋州,0,1,0,15,9,0
2020-02-18,垫江县,0,1,0,20,7,0
2020-02-18,东莞,0,5,0,91,24,1
2020-02-18,鄂州,4,36,1,1343,301,37
2020-02-18,恩施州,0,6,0,249,96,4
2020-02-18,防城港,0,5,0,18,6,0
2020-02-18,奉节县,0,1,0,20,7,0
2020-02-18,奉贤区,0,2,0,9,3,0
2020-02-18,佛山,0,4,0,84,27,0
2020-02-18,福州,0,2,0,71,28,0
2020-02-18,抚州,0,1,0,72,29,0
2020-02-18,阜新,0,3,0,8,6,0
2020-02-18,阜阳,1,6,0,155,47,0
2020-02-18,甘孜,3,2,0,65,8,0
2020-02-18,赣州,0,4,0,76,24,1
2020-02-18,固原,0,1,0,5,3,0
2020-02-18,广安,0,2,0,30,16,0
2020-02-18,广元,0,1,0,6,4,0
2020-02-18,广州,0,6,0,339,148,0
2020-02-18,贵阳,0,0,1,36,13,1
2020-02-18,桂林,0,3,0,31,15,0
2020-02-18,哈尔滨,2,14,0,192,46,3
2020-02-18,海淀区,1,0,0,61,0,0
2020-02-18,海口,0,1,0,34,16,0
2020-02-18,邯郸,0,2,0,31,12,0
2020-02-18,汉中,1,3,0,26,5,0
2020-02-18,杭州,0,4,0,168,98,0
2020-02-18,合川区,0,1,0,23,8,0
2020-02-18,合肥,0,21,0,173,71,1
2020-02-18,河北区,0,1,0,12,8,0
2020-02-18,河池,1,0,0,23,0,1
2020-02-18,衡阳,0,1,0,48,29,0
2020-02-18,呼伦贝尔,1,0,0,7,1,0
2020-02-18,葫芦岛,0,2,0,12,2,1
2020-02-18,怀化,0,3,0,40,37,0
2020-02-18,淮北,0,2,0,27,13,0
2020-02-18,淮南,0,3,0,27,11,0
2020-02-18,黄冈,16,116,1,2844,1059,85
2020-02-18,黄石,0,47,5,983,262,25
2020-02-18,惠州,3,2,0,62,36,0
2020-02-18,鸡西,0,1,0,46,3,0
2020-02-18,吉安,0,1,0,22,10,0
2020-02-18,济南,0,3,0,47,16,0
2020-02-18,济宁,20,2,0,102,22,0
2020-02-18,佳木斯,0,1,0,15,12,0
2020-02-18,嘉兴,1,1,0,44,15,0
2020-02-18,江北区,0,3,0,28,8,0
2020-02-18,江门,0,2,0,23,8,0
2020-02-18,晋城,1,0,0,10,2,0
2020-02-18,荆门,1,38,0,909,181,33
2020-02-18,荆州,4,70,0,1541,409,38
2020-02-18,九江,0,3,0,118,33,0
2020-02-18,昆明,0,2,0,52,13,0
2020-02-18,兰州,0,3,0,36,23,2
2020-02-18,廊坊,0,2,0,30,18,0
2020-02-18,丽江,0,2,0,7,7,0
2020-02-18,连云港,0,3,0,48,17,0
2020-02-18,辽阳,0,1,0,3,3,0
2020-02-18,聊城,0,6,0,38,18,0
2020-02-18,临沂,0,2,0,48,37,0
2020-02-18,陵水,0,1,0,4,1,0
2020-02-18,六安,1,2,0,69,23,0
2020-02-18,陇南,0,1,0,4,4,0
2020-02-18,娄底,0,12,0,76,47,0
2020-02-18,泸州,1,0,0,20,3,0
2020-02-18,洛阳,0,1,0,31,12,1
2020-02-18,漯河,0,1,0,34,14,0
2020-02-18,马鞍山,1,2,0,37,14,0
2020-02-18,茂名,0,3,0,14,6,0
2020-02-18,绵阳,0,1,0,22,10,0
2020-02-18,闵行区,0,3,0,18,14,0
2020-02-18,南昌,0,19,0,229,114,0
2020-02-18,南充,0,1,0,38,13,0
2020-02-18,南京,1,3,0,93,35,0
2020-02-18,南宁,0,2,0,54,18,0
2020-02-18,南通,0,2,0,40,21,0
2020-02-18,宁波,0,5,0,156,73,0
2020-02-18,宁德,1,0,0,26,6,0
2020-02-18,平顶山,0,4,0,58,31,1
2020-02-18,萍乡,0,1,0,33,7,0
2020-02-18,濮阳,0,3,0,17,5,0
2020-02-18,浦东新区,0,4,0,60,37,0
2020-02-18,普洱,0,2,0,4,3,0
2020-02-18,七台河,0,2,0,17,6,0
2020-02-18,綦江区,0,3,0,23,10,0
2020-02-18,潜江,0,13,0,185,40,6
2020-02-18,秦皇岛,0,1,0,10,4,0
2020-02-18,青岛,1,2,0,59,28,1
2020-02-18,琼海,0,1,0,6,4,1
2020-02-18,日照,0,2,0,16,6,0
2020-02-18,荣昌区,0,1,0,9,5,0
2020-02-18,三亚,0,7,0,54,22,1
2020-02-18,厦门,0,1,0,35,10,0
2020-02-18,汕头,0,1,0,25,15,0
2020-02-18,上饶,0,8,0,123,47,0
2020-02-18,韶关,0,1,0,10,5,0
2020-02-18,邵阳,1,3,0,102,70,1
2020-02-18,绍兴,0,1,0,42,20,0
2020-02-18,深圳,0,11,0,416,163,2
2020-02-18,十堰,12,20,0,638,164,2
2020-02-18,石柱县,0,1,0,14,8,0
2020-02-18,双鸭山,0,0,1,52,4,3
2020-02-18,朔州,0,1,0,8,3,0
2020-02-18,四平,1,0,0,21,6,1
2020-02-18,松江区,0,1,0,14,6,0
2020-02-18,绥化,1,2,0,47,16,4
2020-02-18,随州,2,56,1,1280,254,26
2020-02-18,台州,0,5,0,146,69,0
2020-02-18,太原,0,2,0,19,8,0
2020-02-18,泰安,0,0,1,32,6,1
2020-02-18,泰州,0,1,0,37,22,0
2020-02-18,唐山,4,1,0,55,11,1
2020-02-18,天门,0,18,0,486,73,11
2020-02-18,铜梁区,0,1,0,9,4,0
2020-02-18,铜陵,0,1,0,29,12,0
2020-02-18,潼南区,0,1,0,18,3,0
2020-02-18,外地来沪,0,5,0,111,64,1
2020-02-18,万宁,0,5,0,13,9,0
2020-02-18,万州区,2,5,0,110,41,3
2020-02-18,威海,0,1,0,38,10,0
2020-02-18,潍坊,0,3,0,44,14,0
2020-02-18,温州,0,14,0,504,208,0
2020-02-18,文昌,0,1,0,3,2,0
2020-02-18,乌鲁木齐,0,2,0,23,6,0
2020-02-18,巫山县,0,1,0,10,6,0
2020-02-18,无锡,0,6,0,55,27,0
2020-02-18,芜湖,0,4,0,33,17,0
2020-02-18,吴忠,1,3,0,28,9,0
2020-02-18,武汉,1660,676,116,44412,5131,1497
2020-02-18,西安,1,3,0,118,40,0
2020-02-18,西城区,5,0,0,52,0,0
2020-02-18,西宁,0,2,0,15,13,0
2020-02-18,西青区,0,1,0,4,4,0
2020-02-18,锡林郭勒,1,0,0,9,1,0
2020-02-18,仙桃,18,28,0,562,149,19
2020-02-18,咸宁,0,21,0,832,225,10
2020-02-18,咸阳,0,1,0,18,7,0
2020-02-18,香港,2,2,0,62,4,1
2020-02-18,湘潭,0,1,0,35,17,0
2020-02-18,湘西,0,1,0,8,7,0
2020-02-18,襄阳,2,48,1,1165,229,22
2020-02-18,孝感,24,49,7,3344,572,82
2020-02-18,忻州,0,3,0,7,4,0
2020-02-18,新余,0,12,0,129,58,0
2020-02-18,信阳,2,12,0,268,99,1
2020-02-18,宿州,0,1,0,41,17,0
2020-02-18,徐州,0,4,0,79,46,0
2020-02-18,许昌,1,0,0,39,11,0
2020-02-18,延边,0,2,0,5,4,0
2020-02-18,盐城,0,4,0,27,18,0
2020-02-18,扬州,0,2,0,23,11,0
2020-02-18,宜昌,3,22,1,907,208,26
2020-02-18,宜春,0,3,0,106,33,0
2020-02-18,益阳,0,1,0,59,31,0
2020-02-18,银川,0,3,0,33,25,0
2020-02-18,渝北区,0,1,0,16,8,0
2020-02-18,渝中区,0,2,0,20,14,0
2020-02-18,玉林,1,2,0,11,4,0
2020-02-18,岳阳,0,1,0,155,64,1
2020-02-18,云阳县,0,1,0,25,17,0
2020-02-18,运城,0,1,0,19,14,0
2020-02-18,张家口,0,6,0,34,15,0
2020-02-18,漳州,0,2,0,20,10,0
2020-02-18,长沙,0,6,0,241,98,2
2020-02-18,长寿区,0,1,0,21,10,0
2020-02-18,镇江,0,1,0,12,6,0
2020-02-18,郑州,2,0,0,156,58,1
2020-02-18,中山,0,1,0,66,40,0
2020-02-18,忠县,0,1,0,20,12,0
2020-02-18,珠海,0,2,1,98,45,1
2020-02-18,株洲,0,2,0,78,37,0
2020-02-18,驻马店,0,3,0,139,23,0
2020-02-18,淄博,0,1,0,29,6,0
2020-02-18,自贡,0,2,0,9,4,0
2020-02-18,遵义,0,3,0,32,15,0
2020-02-19,安康,1,5,0,26,15,0
2020-02-19,安庆,0,5,0,83,44,0
2020-02-19,安阳,1,2,0,53,20,0
2020-02-19,澳门,0,1,0,10,6,0
2020-02-19,蚌埠,1,10,0,160,40,5
2020-02-19,包头,0,1,0,11,1,0
2020-02-19,宝坻区,2,3,0,55,15,2
2020-02-19,保山,0,1,0,9,3,0
2020-02-19,北京-待明确,0,8,0,0,153,4
2020-02-19,滨州,0,1,0,15,11,0
2020-02-19,亳州,0,11,0,108,58,0
2020-02-19,昌吉州,0,2,0,4,2,0
2020-02-19,昌江,0,1,0,7,2,0
2020-02-19,常德,0,6,0,79,49,0
2020-02-19,郴州,0,2,0,39,29,0
2020-02-19,成都,0,8,0,141,69,3
2020-02-19,池州,0,1,0,17,7,0
2020-02-19,崇明区,0,1,0,4,2,0
2020-02-19,达州,0,3,0,40,11,0
2020-02-19,大庆,3,0,0,26,7,1
2020-02-19,大兴安岭,0,1,0,2,2,0
2020-02-19,大足区,0,1,0,14,9,0
2020-02-19,丹东,0,1,0,7,5,0
2020-02-19,儋州,0,2,0,15,11,0
2020-02-19,德州,0,0,1,37,9,2
2020-02-19,垫江县,0,2,0,20,9,0
2020-02-19,东莞,1,2,0,92,26,1
2020-02-19,东丽区,0,1,0,4,2,0
2020-02-19,鄂州,25,49,1,1368,350,38
2020-02-19,恩施州,0,6,0,249,102,4
2020-02-19,防城港,1,0,0,19,6,0
2020-02-19,奉节县,2,2,0,22,9,0
2020-02-19,佛山,0,6,0,84,33,0
2020-02-19,福州,0,5,1,71,33,1
2020-02-19,抚州,0,6,0,72,35,0
2020-02-19,阜阳,0,17,0,155,64,0
2020-02-19,甘孜,2,0,0,67,8,0
2020-02-19,赣州,0,4,0,76,28,1
2020-02-19,广安,0,3,0,30,19,0
2020-02-19,广州,0,9,0,339,157,0
2020-02-19,贵阳,0,1,0,36,14,1
2020-02-19,哈尔滨,2,2,0,194,48,3
2020-02-19,海口,5,1,0,39,17,0
2020-02-19,邯郸,0,1,0,31,13,0
2020-02-19,杭州,1,10,0,169,108,0
2020-02-19,合肥,0,4,0,173,75,1
2020-02-19,河北区,0,1,0,12,9,0
2020-02-19,河池,0,4,0,23,4,1
2020-02-19,鹤壁,0,3,0,19,7,0
2020-02-19,黑河,0,3,0,14,3,0
2020-02-19,衡阳,0,3,0,48,32,0
2020-02-19,呼和浩特,0,1,0,7,1,0
2020-02-19,葫芦岛,0,2,0,12,4,1
2020-02-19,湖州,0,1,0,10,6,0
2020-02-19,怀化,0,1,0,40,38,0
2020-02-19,淮安,0,4,0,66,32,0
2020-02-19,淮南,0,1,0,27,12,0
2020-02-19,黄冈,22,90,2,2866,1149,87
2020-02-19,黄山,0,3,0,9,6,0
2020-02-19,黄石,2,37,1,985,299,26
2020-02-19,惠州,0,2,0,62,38,0
2020-02-19,济南,0,1,0,47,17,0
2020-02-19,济宁,15,5,0,117,27,0
2020-02-19,佳木斯,0,2,0,15,14,0
2020-02-19,嘉兴,1,5,0,45,20,0
2020-02-19,江北区,0,1,0,28,9,0
2020-02-19,江门,0,1,0,23,9,0
2020-02-19,金华,0,3,0,55,33,0
2020-02-19,晋城,0,1,0,10,3,0
2020-02-19,晋中,0,3,0,36,18,0
2020-02-19,荆门,5,20,1,914,201,34
2020-02-19,荆州,12,42,2,1553,451,40
2020-02-19,静安区,0,1,0,16,10,0
2020-02-19,九江,0,11,0,118,44,0
2020-02-19,开州区,0,1,0,20,14,1
2020-02-19,昆明,0,2,0,52,15,0
2020-02-19,兰州,0,1,0,36,24,2
2020-02-19,廊坊,0,2,0,30,20,0
2020-02-19,丽水,0,3,0,17,14,0
2020-02-19,连云港,0,1,0,48,18,0
2020-02-19,临沂,1,4,0,49,41,0
2020-02-19,柳州,0,2,0,24,10,0
2020-02-19,六安,0,7,0,69,30,0
2020-02-19,娄底,0,4,0,76,51,0
2020-02-19,泸州,4,2,0,24,5,0
2020-02-19,洛阳,0,1,0,31,13,1
2020-02-19,漯河,1,5,0,35,19,0
2020-02-19,马鞍山,0,1,0,37,15,0
2020-02-19,眉山,0,1,0,8,3,0
2020-02-19,梅州,0,2,0,16,10,0
2020-02-19,牡丹江,1,0,0,14,1,0
2020-02-19,南岸区,0,2,0,15,5,0
2020-02-19,南昌,0,19,0,229,133,0
2020-02-19,南充,0,1,0,38,14,0
2020-02-19,南京,0,3,0,93,38,0
2020-02-19,南宁,0,5,0,54,23,0
